date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Wind speed,,,,,,,,
18-Nov-2020 - 00:00,138.7,241.97,21.39,48.82,43.68,28.63,6.42,44.15,1.87,,,,,,,,,
19-Nov-2020 - 00:00,167.02,311.46,25.56,64.41,55.09,27.87,11.76,46.85,1.81,,,,,,,,,
20-Nov-2020 - 00:00,157.79,262.16,6.01,49.04,30.99,27.54,8.99,52.51,1.58,,,,,,,,,
21-Nov-2020 - 00:00,136.2,244,7.71,47.04,31.31,23.29,9.24,53.25,1.63,,,,,,,,,
22-Nov-2020 - 00:00,175.64,297.14,18.46,53.46,43.48,24.15,11.44,56.49,1.95,,,,,,,,,
23-Nov-2020 - 00:00,206.95,383.86,111.59,86.97,137.24,25.09,18.45,38.88,2.55,,,,,,,,,
24-Nov-2020 - 00:00,288.05,542.17,131.87,105.77,163.77,31.94,19.86,52.95,2.83,,,,,,,,,
25-Nov-2020 - 00:00,322.6,516.73,20.98,74.44,56.69,41.14,19.8,25.18,2.23,,,,,,,,,
26-Nov-2020 - 00:00,114.69,228.46,9.33,41.04,29.44,33.04,14.58,26.33,1.38,,,,,,,,,
27-Nov-2020 - 00:00,87.39,162.31,8.77,40.66,28.78,29.56,6.85,27.14,1.36,,,,,,,,,
28-Nov-2020 - 00:00,127.01,218.18,11.44,50.65,36.27,27.59,8.19,36.61,1.57,,,,,,,,,
29-Nov-2020 - 00:00,194.38,306.04,21.99,63.9,51.92,26.06,12.58,43.05,1.86,,,,,,,,,
30-Nov-2020 - 00:00,247.7,385.51,35.73,80.38,71.88,29.89,12.1,36.85,2.39,,,,,,,,,
01-Dec-2020 - 00:00,259.11,417.1,43.57,86.19,81.35,32.57,11.37,40.19,2.18,,,,,,,,,
02-Dec-2020 - 00:00,231.89,375.72,21.46,73.51,56.55,31.87,10.86,44.91,2.19,,,,,,,,,
03-Dec-2020 - 00:00,250.4,434.51,81.84,80.48,109.52,35.48,12.14,41.6,2.72,,,,,,,,,
04-Dec-2020 - 00:00,378.62,617.82,97.64,111.58,138.95,42.2,14.57,43.89,2.89,,,,,,,,,
05-Dec-2020 - 00:00,307.98,507.74,13.03,82.76,54.64,42.35,10.87,39.6,2.22,,,,,,,,,
06-Dec-2020 - 00:00,306,469.45,10.93,68.59,45.39,42.93,8.68,45.6,2.21,,,,,,,,,
07-Dec-2020 - 00:00,265.61,390.9,19.02,57.39,46.02,41.74,5.84,32.9,2.32,,,,,,,,,
08-Dec-2020 - 00:00,262.74,438.24,56.5,70.43,83.52,41.01,13.29,33.55,2.4,,,,,,,,,
09-Dec-2020 - 00:00,204.84,416.72,75.68,73.92,101.03,44.09,15.43,34.35,1.95,,,,,,,,,
10-Dec-2020 - 00:00,128.43,277.44,36.4,54.46,58.65,50.75,9.06,20.28,1.52,,,,,,,,,
11-Dec-2020 - 00:00,168.43,368.95,68.77,83.38,100.42,56.3,8.83,19.55,1.58,,,,,,,,,
12-Dec-2020 - 00:00,242.38,393.98,42.26,47.02,59.47,53.54,3.12,10.17,1.46,,,,,,,,,
13-Dec-2020 - 00:00,101.05,174.57,11.51,24.92,22.64,43.49,1.42,19.85,0.83,,,,,,,,,
14-Dec-2020 - 00:00,86.49,155.26,4.65,22.25,15.62,37.74,7.82,30.64,0.71,,,,,,,,,
15-Dec-2020 - 00:00,107.96,207.89,8.21,32.89,24.19,36.09,13.89,25.26,0.94,,,,,,,,,
16-Dec-2020 - 00:00,99.97,195.06,8.12,30.22,22.7,39.81,2.36,23.4,1,,,,,,,,,
17-Dec-2020 - 00:00,125.4,223.74,10.13,29.19,23.59,40.87,1.49,26.55,1.31,,,,,,,,,
18-Dec-2020 - 00:00,130.41,256.59,13.13,46.18,35.27,35.22,4.06,32.24,1.21,,,,,,,,,
19-Dec-2020 - 00:00,129.54,254.08,10.54,47.47,33.85,38.43,5.78,34.69,1.13,,,,,,,,,
20-Dec-2020 - 00:00,177.89,336.77,13.91,55.95,41.09,43.31,8.13,33.78,1.21,,,,,,,,,
21-Dec-2020 - 00:00,179.28,347.86,29.99,64.5,58.75,48.53,14.43,30.12,1.37,,,,,,,,,
22-Dec-2020 - 00:00,299.76,530.33,108.25,71.2,126.12,55.75,12.8,26.64,2.14,,,,,,,,,
23-Dec-2020 - 00:00,288.74,501.85,105.49,69.52,122.97,56.54,7.01,27.29,1.87,,,,,,,,,
24-Dec-2020 - 00:00,244.43,432.17,50.1,60.89,73.22,58.51,5.65,26.11,1.67,,,,,,,,,
25-Dec-2020 - 00:00,162.54,328.86,22.29,58.38,49.21,53.46,5.05,31.09,1.24,,,,,,,,,
26-Dec-2020 - 00:00,251.79,468.34,83.26,71.16,105.73,49.8,6.39,13.08,1.95,,,,,,,,,
27-Dec-2020 - 00:00,210.99,459.89,67.95,63.4,89.11,47.84,8.63,30.55,1.36,,,,,,,,,
28-Dec-2020 - 00:00,108.55,331.25,12.25,43.05,32.86,39.81,5.61,26.15,1.04,,,,,,,,,
29-Dec-2020 - 00:00,127.41,317.32,14.09,43.94,34.87,44.79,4.72,25.69,1.21,,,,,,,,,
30-Dec-2020 - 00:00,159.07,270.78,12.62,34.64,28.71,46.35,2.8,19.52,1.15,,,,,,,,,
31-Dec-2020 - 00:00,245.83,333.24,43.49,42.54,58.09,46.55,3.71,14.47,1.79,,,,,,,,,
01-Jan-2021 - 00:00,323.21,422.5,66.83,48.17,80.1,44.01,5.92,14.84,2.18,,,,,,,,,
02-Jan-2021 - 00:00,378.25,507.48,41.36,61.51,66.44,43.69,8.41,12.88,2.13,,,,,,,,,
03-Jan-2021 - 00:00,171.44,244.78,43.5,38.53,55.97,41.35,7.11,10.33,1.16,,,,,,,,,
04-Jan-2021 - 00:00,85.82,141.45,27.75,33.84,40.63,33.24,6.18,14.61,1.09,,,,,,,,,
05-Jan-2021 - 00:00,64.98,116.48,15.84,30.34,29.06,31.56,5.49,10.13,1.05,,,,,,,,,
06-Jan-2021 - 00:00,129.73,195.25,17.38,28.9,29.55,28.6,5.09,10.45,1.12,,,,,,,,,
07-Jan-2021 - 00:00,111.73,182.65,7.64,19.31,16.5,24.08,2.71,16.99,0.91,,,,,,,,,
08-Jan-2021 - 00:00,128.78,231.91,13.96,28.27,26.42,21.89,15.21,13.67,0.96,,,,,,,,,
09-Jan-2021 - 00:00,128.64,213.18,11.94,21.79,21.33,22.03,6.66,13.01,1.02,,,,,,,,,
10-Jan-2021 - 00:00,116.44,183.1,5.85,18.23,14.47,24.61,2.23,22.97,1.14,,,,,,,,,
11-Jan-2021 - 00:00,119.59,187.03,6.25,23.98,17.85,25.15,2.44,23.58,1.27,,,,,,,,,
12-Jan-2021 - 00:00,167.41,248.58,22.54,31.4,35.08,27.08,3.12,18.03,1.5,,,,,,,,,
13-Jan-2021 - 00:00,212.17,340.45,77.07,35.36,81.64,26.39,5.13,20.24,1.69,,,,,,,,,
14-Jan-2021 - 00:00,298.38,463.85,79.12,56.2,94.4,29.01,9.05,17.32,1.96,,,,,,,,,
15-Jan-2021 - 00:00,386.82,563.36,74.93,60.11,93.06,32.41,10.01,27.2,2.3,,,,,,,,,
16-Jan-2021 - 00:00,187.97,263.69,9.88,28.86,23.42,28.36,3.2,16.32,2.47,,,,,,,,,
17-Jan-2021 - 00:00,201.88,291.73,13.19,38.63,31.31,25.88,5.18,23.3,1.43,,,,,,,,,
18-Jan-2021 - 00:00,245.27,408.01,48.82,44.51,63.48,26.27,10.03,19.69,1.98,,,,,,,,,
19-Jan-2021 - 00:00,190.52,306.46,40.56,27.7,47.81,24.68,3.62,15.53,1.32,,,,,,,,,
20-Jan-2021 - 00:00,128.7,209.14,4.16,21.15,14.64,21.33,1.49,24.37,1.1,,,,,,,,,
21-Jan-2021 - 00:00,143.51,258.74,41.91,38.16,54.47,21.27,4.43,32.05,1.61,,,,,,,,,
22-Jan-2021 - 00:00,223.51,356.5,71.42,41.72,80.42,24.16,5.93,9.39,1.5,,,,,,,,,
23-Jan-2021 - 00:00,158.65,288.76,29.34,54.05,52.67,21.62,5.78,20.04,1.26,,,,,,,,,
24-Jan-2021 - 00:00,194.15,362.3,23.41,31.46,35.82,23.61,5.03,7.28,0.61,,,,,,,,,
25-Jan-2021 - 00:00,133.74,263.76,28.44,24.9,36.43,21.98,4.69,29.41,0.98,,,,,,,,,
26-Jan-2021 - 00:00,167.5,330.18,13.35,31.63,27.71,21.57,9.08,43.93,0.7,,,,,,,,,
27-Jan-2021 - 00:00,170.59,366.69,19.27,46.25,40.3,20.68,13.17,34.34,1.04,,,,,,,,,
28-Jan-2021 - 00:00,262.07,543.85,79.91,57.56,95.76,23.6,20.19,25.26,1.5,,,,,,,,,
29-Jan-2021 - 00:00,181.71,331.5,19.25,44,39.11,21.65,11.72,28.42,0.83,,,,,,,,,
30-Jan-2021 - 00:00,199.39,323.11,22.72,50.22,45.23,21.06,16.51,36.5,0.93,,,,,,,,,
31-Jan-2021 - 00:00,227.96,387.76,47.77,55.06,68.23,23.22,14.64,38.71,1.36,,,,,,,,,
01-Feb-2021 - 00:00,257.04,470.83,98.88,69.99,117.85,28.14,19.79,44.04,1.91,,,,,,,,,
02-Feb-2021 - 00:00,258.9,481.12,50.56,68.12,77.46,26.18,24.62,40.5,0.85,,,,,,,,,
03-Feb-2021 - 00:00,219.48,372.44,11.46,56.17,39.22,25.14,12.91,31.34,1.06,,,,,,,,,
04-Feb-2021 - 00:00,145.08,252.76,4.84,29.88,19.84,26.48,11.63,31.4,0.87,,,,,,,,,
05-Feb-2021 - 00:00,85.45,156.6,17.91,33.45,32.4,22.28,8.97,28.01,0.73,,,,,,,,,
06-Feb-2021 - 00:00,128.1,214.18,7.49,33.01,23.67,20.49,15.86,27.63,0.67,,,,,,,,,
07-Feb-2021 - 00:00,161.44,258.66,9.1,35.08,26.08,19.88,13.62,33.31,1.05,,,,,,,,,
08-Feb-2021 - 00:00,223.48,366.59,29.66,50.3,53.22,21.74,16.36,33.23,1.43,,,,,,,,,
09-Feb-2021 - 00:00,187.94,343.79,31.09,53.73,53.58,23.3,21.33,29.41,1.44,,,,,,,,,
10-Feb-2021 - 00:00,222.42,419.88,51.56,69.63,79.07,25.01,20.25,43.81,1.95,,,,,,,,,
11-Feb-2021 - 00:00,214.65,371.66,32.26,52.28,54.1,25.77,16.82,32.01,1.23,,,,,,,,,
12-Feb-2021 - 00:00,256.01,425.53,52.3,47.91,68.12,25.54,16.79,28.73,1.7,,,,,,,,,
13-Feb-2021 - 00:00,194.94,311.42,58.98,46.89,73.03,25.6,9.51,37.09,1.98,,,,,,,,,
14-Feb-2021 - 00:00,205.66,397.46,104.82,51.98,113.13,22.05,11.47,48.17,1.54,,,,,,,,,
15-Feb-2021 - 00:00,206.49,369.98,97.31,57.25,109.8,24.48,14.42,38.34,2.01,,,,,,,,,
16-Feb-2021 - 00:00,198.64,402.84,62.99,57.48,81.92,29.96,17.38,44.36,1.74,,,,,,,,,
17-Feb-2021 - 00:00,172.9,340.83,38.62,51.17,58.71,25.94,14.85,29.61,1.56,,,,,,,,,
18-Feb-2021 - 00:00,182.18,352.38,135.3,53.88,138.97,24.23,11.72,32.15,2.39,,,,,,,,,
19-Feb-2021 - 00:00,181.56,314.9,26.46,45.55,45.8,25.27,10.34,17.9,1.26,,,,,,,,,
20-Feb-2021 - 00:00,127.86,228.83,13.16,39.13,31.54,22.39,11.95,23.04,1.43,,,,,,,,,
21-Feb-2021 - 00:00,221.11,373.3,14.36,45.75,36.01,21.07,21.74,31.69,1.45,,,,,,,,,
22-Feb-2021 - 00:00,213.81,385.34,22.09,46.53,42.75,21.09,26.1,27.63,1.28,,,,,,,,,
23-Feb-2021 - 00:00,209.41,402.42,73.76,58.92,90.15,20.34,37.54,30.62,1.85,,,,,,,,,
24-Feb-2021 - 00:00,236.2,449.18,68.66,57.67,86.65,22.34,39.93,32.39,1.14,,,,,,,,,
25-Feb-2021 - 00:00,204.31,392.94,50.93,43.66,66.96,21.44,28.4,28.39,1.21,,,,,,,,,
26-Feb-2021 - 00:00,131.67,305.25,39.68,20.94,60.62,28.95,7.78,13.67,1.19,,,,,,,,,
27-Feb-2021 - 00:00,98.25,324,36.51,23.84,60.34,29.52,6.73,15.27,0.98,,,,,,,,,
28-Feb-2021 - 00:00,87.74,283.22,6.48,21.1,27.57,33.25,6.98,17.92,0.83,,,,,,,,,
01-Mar-2021 - 00:00,86.85,246.62,5.55,18.41,23.96,32.63,5.87,18.98,1,,,,,,,,,
02-Mar-2021 - 00:00,93.4,239.15,1.95,11.45,13.4,29.65,6.91,25.55,0.88,,,,,,,,,
03-Mar-2021 - 00:00,134.73,305.75,36.66,21.17,57,28.32,11.17,21.33,1.27,,,,,,,,,
04-Mar-2021 - 00:00,187.34,449.99,96.61,35.04,131.65,33.09,10.57,31.66,1.58,,,,,,,,,
05-Mar-2021 - 00:00,138.36,315.92,12.85,17.18,30.04,31.71,9.37,23.04,0.83,,,,,,,,,
06-Mar-2021 - 00:00,126.21,280.18,36.41,18.46,54.85,28.75,7.78,22.09,1.14,,,,,,,,,
07-Mar-2021 - 00:00,152.26,371.96,34.55,27.97,62.47,33,9.97,33.57,1.41,,,,,,,,,
08-Mar-2021 - 00:00,125.22,312.38,8.39,21.36,29.74,32.33,7.38,21.39,1.09,,,,,,,,,
09-Mar-2021 - 00:00,161.03,395.22,7.39,20.73,28.12,32.89,7.75,24.7,1.15,,,,,,,,,
10-Mar-2021 - 00:00,92.88,254.08,11.61,22.67,34.24,31.25,9.15,18.68,1.03,,,,,,,,,
11-Mar-2021 - 00:00,124.18,329.48,68.88,48.82,91.34,23.69,19.66,36.07,1.21,,,,,,,,,
12-Mar-2021 - 00:00,110.27,348,27.99,48.44,48.58,22.72,15.79,30.88,1.07,,,,,,,,,
13-Mar-2021 - 00:00,158.57,308.79,18.7,37.78,35.35,23.04,29.02,37.84,1.11,,,,,,,,,
14-Mar-2021 - 00:00,142.97,273.93,4.81,30.55,20.17,21.42,36.52,41.44,0.89,,,,,,,,,
15-Mar-2021 - 00:00,129.22,285.72,8.17,33.74,24.6,20.18,26.29,32,0.89,,,,,,,,,
16-Mar-2021 - 00:00,140.48,381.08,10.47,31.07,25.04,19.53,32.25,21.77,1.43,,,,,,,,,
17-Mar-2021 - 00:00,133.27,415.83,15.85,35.93,32.04,20.99,30.4,28.71,0.95,,,,,,,,,
18-Mar-2021 - 00:00,137.09,425.05,25.3,39.96,41.88,21.67,30.48,28.05,0.79,,,,,,,,,
19-Mar-2021 - 00:00,111.38,331.68,8.51,33.21,24.6,21.63,23.28,33.74,0.94,,,,,,,,,
20-Mar-2021 - 00:00,141.3,318.79,18.46,37.99,35.25,23.51,33.34,37.1,1.12,,,,,,,,,
21-Mar-2021 - 00:00,188.35,419.09,22,39.69,38.65,30.41,61.78,50.12,1.32,,,,,,,,,
22-Mar-2021 - 00:00,80.92,287.12,5.86,32.6,22.12,31.92,17.98,30.35,0.99,,,,,,,,,
23-Mar-2021 - 00:00,85.45,331.48,25.4,42.88,43.51,35.11,16.3,16.87,0.97,,,,,,,,,
24-Mar-2021 - 00:00,95.84,292.94,10.61,35.43,27.46,36.61,24.3,42.73,0.44,,,,,,,,,
25-Mar-2021 - 00:00,71.98,190.05,3.57,24.6,15.99,35.05,15.06,35.4,0.45,,,,,,,,,
26-Mar-2021 - 00:00,93.76,205.41,6.52,34.38,23.56,33.69,22.87,42.58,0.38,,,,,,,,,
27-Mar-2021 - 00:00,146.23,310.22,24.11,54.62,48.72,34.47,40.25,46.5,0.77,,,,,,,,,
28-Mar-2021 - 00:00,87.45,285.6,43.93,39.59,56.21,34.69,17.39,63.21,1.11,,,,,,,,,
29-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,
30-Mar-2021 - 00:00,71.36,495.02,3.49,10.06,7.55,36.77,9.68,55,0.73,,,,,,,,,
31-Mar-2021 - 00:00,58.76,236.47,3.95,17.99,12.74,33.85,15.47,54.2,0.21,,,,,,,,,
01-Apr-2021 - 00:00,76.83,189.53,5.71,32.15,21.27,26.87,49.39,33.28,0.45,,,,,,,,,
02-Apr-2021 - 00:00,91.88,229.97,8.02,41.13,28.42,25.4,34.91,36.75,0.63,,,,,,,,,
03-Apr-2021 - 00:00,76.15,237.41,31.72,48.66,51.55,27.08,22.67,40.8,0.72,,,,,,,,,
04-Apr-2021 - 00:00,100.39,265.74,12.71,43.77,33.65,30.18,34.45,47.5,0.59,,,,,,,,,
05-Apr-2021 - 00:00,83.01,263.82,15.42,49.91,39.12,35.73,28.85,73.52,0.81,,,,,,,,,
06-Apr-2021 - 00:00,162.33,431.07,17.14,50.21,40.67,46.07,36.8,74.61,1.05,,,,,,,,,
07-Apr-2021 - 00:00,67.57,257.51,4.92,26.25,17.97,43.46,15.94,68.71,0.51,,,,,,,,,
08-Apr-2021 - 00:00,62.12,185.23,6.39,37.2,25,34.89,18.74,58.13,0.59,,,,,,,,,
09-Apr-2021 - 00:00,72.21,240.77,10.77,45.82,33.16,38.77,24.16,58.43,0.59,,,,,,,,,
10-Apr-2021 - 00:00,81.49,259.46,12.11,45.75,34.22,38.68,31.24,55.78,0.52,,,,,,,,,
11-Apr-2021 - 00:00,86.07,295.28,7.6,43.36,29.25,35.71,29.03,55.88,0.54,,,,,,,,,
12-Apr-2021 - 00:00,120.6,354.88,19.33,51.42,43.1,38.66,34.19,58.83,0.73,,,,,,,,,
13-Apr-2021 - 00:00,111.47,327.01,17.36,47.28,39.31,38.16,39.88,50.5,0.7,,,,,,,,,
14-Apr-2021 - 00:00,68.02,270.93,5.99,35.11,23.56,32.56,22.69,54.9,0.46,,,,,,,,,
15-Apr-2021 - 00:00,109.5,349.16,14.19,43.58,34.74,30.53,39.02,51.97,0.63,,,,,,,,,
16-Apr-2021 - 00:00,99.02,354.33,18.28,45.27,38.98,31.99,28.94,50.46,0.53,,,,,,,,,
17-Apr-2021 - 00:00,52.34,164.93,8.14,18.11,16.27,40.11,11.82,46.64,0.42,,,,,,,,,
18-Apr-2021 - 00:00,83.34,237.33,11.47,29.47,25.03,40.64,29.52,57.49,0.48,,,,,,,,,
19-Apr-2021 - 00:00,89.41,293.23,10.47,44.03,31.95,35.71,24.2,52.77,0.6,,,,,,,,,
20-Apr-2021 - 00:00,69.59,260.22,5.46,25.64,18.08,36.15,21.44,62.45,0.44,,,,,,,,,
21-Apr-2021 - 00:00,61.83,168.65,4.12,11.54,9.51,39.81,13.53,57.21,0.39,,,,,,,,,
22-Apr-2021 - 00:00,63.23,195.05,11.67,27.11,23.95,37.94,17.02,68.24,0.4,,,,,,,,,
23-Apr-2021 - 00:00,61.93,207.12,5.64,17.38,13.85,35.56,15.45,55.97,0.53,,,,,,,,,
24-Apr-2021 - 00:00,69.07,197.89,9.76,25.6,21.58,31.79,14.48,64.6,0.58,,,,,,,,,
25-Apr-2021 - 00:00,119.35,277.68,6.12,33.77,22.94,32.55,30.62,67.67,0.62,,,,,,,,,
26-Apr-2021 - 00:00,186.66,379.16,18.07,48.94,40.77,31.36,45.28,74.25,0.85,,,,,,,,,
27-Apr-2021 - 00:00,232.85,480.52,35.5,59.26,60.47,33.3,41.86,73.44,1.15,,,,,,,,,
28-Apr-2021 - 00:00,234.17,494.02,15.38,52.83,40.64,33.76,46.36,67.9,0.9,,,,,,,,,
29-Apr-2021 - 00:00,189.76,482.12,14.28,40.54,33.19,31.11,35.74,67.32,0.83,,,,,,,,,
30-Apr-2021 - 00:00,152.67,431.82,17.27,33.73,32.03,31.61,34.71,68.57,0.9,,,,,,,,,
01-May-2021 - 00:00,92.67,288.14,8.73,32.54,24.42,34.08,19.09,74.45,0.61,,,,,,,,,
02-May-2021 - 00:00,121.53,307.41,6.86,30.71,21.92,40.21,26.79,58.52,0.66,,,,,,,,,
03-May-2021 - 00:00,128.8,355.52,6.36,25.74,18.88,37.02,27.36,50.55,0.51,,,,,,,,,
04-May-2021 - 00:00,85.41,228.84,11.47,29.69,25.15,35.57,19.93,52.58,0.62,,,,,,,,,
05-May-2021 - 00:00,76.43,228.21,5.9,23.06,17.08,37.76,19.03,77.87,0.82,,,,,,,,,
06-May-2021 - 00:00,67.62,215.57,10.33,24.05,21.22,48.76,16.47,57.58,0.62,,,,,,,,,
07-May-2021 - 00:00,58.86,148.76,6.24,29.58,20.82,55.33,12.6,64.02,0.55,,,,,,,,,
08-May-2021 - 00:00,93.93,217.67,23.31,46.14,43.55,56.2,16.91,76.71,0.83,,,,,,,,,
09-May-2021 - 00:00,71.39,169.44,5.13,22.61,16.18,57.08,19.73,79.02,0.64,,,,,,,,,
10-May-2021 - 00:00,64.06,166.26,8.04,41.45,28.17,40.07,12.26,71.32,1.35,,,,,,,,,
11-May-2021 - 00:00,82.95,197.59,6.74,25.67,19.15,69.18,14.92,78.3,0.65,,,,,,,,,
12-May-2021 - 00:00,44.2,178.83,11.16,26.35,23.12,59.94,12.15,60.77,0.65,,,,,,,,,
13-May-2021 - 00:00,54.39,123.36,6.42,16.4,13.96,59.22,11.17,54.86,0.72,,,,,,,,,
14-May-2021 - 00:00,73.8,162.66,6.13,22.34,16.88,66.97,15.25,60.83,0.69,,,,,,,,,
15-May-2021 - 00:00,49.88,203.79,10.4,26.29,22.47,53.27,11.1,54.74,0.74,,,,,,,,,
16-May-2021 - 00:00,77.79,182.1,23.69,32.01,36.34,46.09,23.33,79.23,1.17,,,,,,,,,
17-May-2021 - 00:00,108.48,251.95,19.52,56.03,45.71,42.97,19.86,53.78,0.93,,,,,,,,,
18-May-2021 - 00:00,25.77,82.27,14.15,26.95,25.87,44.9,6.61,35.66,0.55,,,,,,,,,
19-May-2021 - 00:00,40.06,74.22,6.88,12.2,12.05,51.79,6.85,36.24,0.46,,,,,,,,,
20-May-2021 - 00:00,33.45,73.8,7.25,11.73,10.92,67.54,5.64,55.53,0.8,,,,,,,,,
21-May-2021 - 00:00,27.66,59.75,10.62,18.61,18.33,60.02,6.36,55.44,0.7,,,,,,,,,
22-May-2021 - 00:00,29.67,69.83,6.08,15.98,13.33,47.52,8.34,70.97,0.67,,,,,,,,,
23-May-2021 - 00:00,115.66,343.86,6.09,11.9,11.3,40.22,9.89,57.83,0.5,,,,,,,,,
24-May-2021 - 00:00,50.65,158.79,4.28,14.11,10.99,35.12,11.57,79.7,0.49,,,,,,,,,
25-May-2021 - 00:00,49.07,161.12,4.08,19.63,13.77,30.01,16.5,91.45,0.59,,,,,,,,,
26-May-2021 - 00:00,69.27,180.69,23.31,41.46,41.06,27.57,19.18,59.62,0.67,,,,,,,,,
27-May-2021 - 00:00,56.17,189.64,14.8,34,30.16,30.72,12.57,62.75,0.65,,,,,,,,,
28-May-2021 - 00:00,27.53,113.22,9.77,32.48,25.24,36.1,6.65,53.11,0.62,,,,,,,,,
29-May-2021 - 00:00,17.19,104.9,10.38,31.38,25.16,43.3,5.81,45.79,0.54,,,,,,,,,
30-May-2021 - 00:00,22.35,142.51,8.54,24.38,19.93,43.85,5.31,52.36,0.41,,,,,,,,,
31-May-2021 - 00:00,58.64,205.81,14.9,39.42,33.11,38.73,16.57,39.51,0.67,,,,,,,,,
01-Jun-2021 - 00:00,24.81,76.33,6.98,20.9,16.82,31.8,5.39,55.1,0.43,,,,,,,,,
02-Jun-2021 - 00:00,52.26,141.03,8.97,29.05,22.76,33.19,12.35,49.44,0.53,,,,,,,,,
03-Jun-2021 - 00:00,76.83,208.64,5.59,30.93,21.01,36.01,15.23,71.45,0.6,,,,,,,,,
04-Jun-2021 - 00:00,75.32,205.31,4.5,25.3,17.13,40.34,13.51,63.33,0.48,,,,,,,,,
05-Jun-2021 - 00:00,44.3,125.96,13.33,43.47,33.55,46.15,10.66,47.58,0.63,,,,,,,,,
06-Jun-2021 - 00:00,45.2,183.31,16.4,37.61,33.38,41.07,9.79,51.87,0,,,,,,,,,
07-Jun-2021 - 00:00,67.3,238.21,13.13,36.75,30.25,43.61,14.68,61.92,0,,,,,,,,,
08-Jun-2021 - 00:00,85.52,436.3,8.36,29.87,22.7,43.88,13.19,33.73,0,,,,,,,,,
09-Jun-2021 - 00:00,61.48,422.58,7.42,23.14,18.36,45.29,10.77,41.74,0.41,,,,,,,,,
10-Jun-2021 - 00:00,56.4,258.48,9.58,39.1,28.61,43.88,8.39,65.96,0.77,,,,,,,,,
11-Jun-2021 - 00:00,39.42,200.92,12.9,32.9,28.02,43.4,7.56,67.42,0.6,,,,,,,,,
12-Jun-2021 - 00:00,36.88,114.11,11.23,29.73,24.97,45.46,6.85,55.89,0.57,,,,,,,,,
13-Jun-2021 - 00:00,42.58,106.64,8.09,25.91,20.38,43.15,9.09,52.66,1.33,,,,,,,,,
14-Jun-2021 - 00:00,50.93,155.8,8.24,23.71,19.34,41.01,11.2,68.55,1.13,,,,,,,,,
15-Jun-2021 - 00:00,35.41,143.48,12.7,29.11,25.84,40.1,7.72,54.97,1.16,,,,,,,,,
16-Jun-2021 - 00:00,46.56,139.54,5.75,25.33,18.16,36.49,10.44,63.56,1.74,,,,,,,,,
17-Jun-2021 - 00:00,51.72,146.25,8.76,26.49,21.24,37.31,9.96,56.94,1.27,,,,,,,,,
18-Jun-2021 - 00:00,39.89,104.71,7.82,20,17.01,40.4,9.71,49.34,1.08,,,,,,,,,
19-Jun-2021 - 00:00,29.78,106.41,4.54,13.13,10.69,39.01,11.79,47.62,1.26,,,,,,,,,
20-Jun-2021 - 00:00,23.28,88.36,4.43,9.89,8.88,26.37,7.29,51.43,1.59,,,,,,,,,
21-Jun-2021 - 00:00,38.76,112.19,8.55,23.94,19.72,21.2,11.39,61.67,1.76,,,,,,,,,
22-Jun-2021 - 00:00,59.69,220.4,9.47,35.84,26.79,20.63,15.53,67.08,1.5,,,,,,,,,
23-Jun-2021 - 00:00,96.71,347.46,10.5,38.1,28.84,22.71,32.86,72.99,1.52,,,,,,,,,
24-Jun-2021 - 00:00,55.17,157.35,8.03,37.45,26.47,22.23,10.49,75.07,1.45,,,,,,,,,
25-Jun-2021 - 00:00,56.83,202.54,5.65,27.94,19.46,20.41,18.27,70.81,1.58,,,,,,,,,
26-Jun-2021 - 00:00,40.08,159,4.38,29.57,19.3,19.43,17.33,62.53,1.6,,,,,,,,,
27-Jun-2021 - 00:00,82.21,257.88,6.66,33.72,23.32,19.51,21.4,83.82,1.48,,,,,,,,,
28-Jun-2021 - 00:00,82.79,246.83,14.94,42.91,35,19.59,16.55,78.48,1.57,,,,,,,,,
29-Jun-2021 - 00:00,84.53,278.54,6.68,39.5,26.45,20.07,20.88,74.88,1.51,,,,,,,,,
30-Jun-2021 - 00:00,81.97,431.23,3.27,23.9,15.38,20.27,19.34,45.4,1.25,,,,,,,,,
01-Jul-2021 - 00:00,44.71,289.04,6.13,19.31,15.27,23.42,9.92,41.04,1.19,,,,,,,,,
02-Jul-2021 - 00:00,57.19,339.29,4.97,22.96,16.27,25.47,10.78,44.31,1.28,,,,,,,,,
03-Jul-2021 - 00:00,33.52,140.45,7.22,27.71,20.61,22.8,5.99,51.42,1.23,,,,,,,,,
04-Jul-2021 - 00:00,58.19,196.59,20.7,37.81,36.99,22.74,16.59,67.56,1.45,,,,,,,,,
05-Jul-2021 - 00:00,65.81,201.54,4.99,25.03,17.39,22.75,18.48,58.17,1.36,,,,,,,,,
06-Jul-2021 - 00:00,47.12,203.86,3.18,22.37,14.46,23.02,10.9,65.66,1.41,,,,,,,,,
07-Jul-2021 - 00:00,75.33,236.75,3.96,28.74,18.47,23.45,22.41,56.7,1.52,,,,,,,,,
08-Jul-2021 - 00:00,57.46,249.96,4.28,23.52,16.01,22.74,15.53,46.65,1.28,,,,,,,,,
09-Jul-2021 - 00:00,45.12,140.42,6.57,30.36,21.51,22.55,14.83,71.04,1.51,,,,,,,,,
